NewsID,Title,Text,Label
985,You will not believe what happened next,The viral story says something extraordinary happened and encourages readers to share it with everyone.,Fake
986,Government announces new policy,Officials released the information through an official statement and provided details about the decision.,Real
987,Government announces new policy,Researchers published their findings after reviewing available evidence and conducting further analysis.,Real
988,Scientists publish research findings,The organization reported the results and said additional details would be provided in its regular update.,Real
989,Government announces new policy,The organization reported the results and said additional details would be provided in its regular update.,Real
990,Shocking secret revealed to the public,The claim is spreading online and says that everyone should believe this secret information immediately.,Fake
991,Scientists publish research findings,Authorities said the public should follow the official guidance and rely on verified information.,Real
992,New economic report released,The organization reported the results and said additional details would be provided in its regular update.,Real
993,Health officials release advisory,The report contains information collected from public records and statements from relevant authorities.,Real
994,Weather department releases forecast,Officials released the information through an official statement and provided details about the decision.,Real
995,Company announces quarterly results,Officials released the information through an official statement and provided details about the decision.,Real
996,This unbelievable story is spreading rapidly,The sensational post contains unsupported statements and asks readers to believe the claim without verification.,Fake
997,New education guidelines announced,Officials released the information through an official statement and provided details about the decision.,Real
998,Health officials release advisory,Researchers published their findings after reviewing available evidence and conducting further analysis.,Real
999,Scientists publish research findings,The organization reported the results and said additional details would be provided in its regular update.,Real
1000,Secret information government does not want you to know,The claim is spreading online and says that everyone should believe this secret information immediately.,Fake
